State,LGA,COMMUNITY,DATE OF OCCURRENCE,PERSONS AFFECTED,DISPLACED PERSONS
Plateau,Langtang North,Zango,28/05/2022,271,121
Plateau,Langtang North,Yashi,29/05/2022,286,150
Plateau,Mikang,Baltip,44567,534,29
Plateau,Langtang South,Dadin Kowa,44567,672,311
Plateau,Mikang,Garkawa,44567,473,27
Plateau,Langtang South,Zamban,44567,356,215
Plateau,Langtang South,Lamdual,44718,326,114
Plateau,Langtang South,Magama,44748,572,282
Plateau,Shendam,Shimankar,23/06/2022,1871,1109
Plateau,Wase,Ayal,44568,411,478
Plateau,Wase,Chaplwai,44568,414,221
Plateau,Mikang,Lalin,44568,552,36
Plateau,Langtang South,Lasher,44568,416,210
Plateau,Mikang,Piapung,44568,566,33
Plateau,Langtang South,Pilgani,44568,506,312
Plateau,Langtang South,SabonGida,44568,561,252
Plateau,Shendam,Kalong,17/07/2022,1756,897
Plateau,Wase,Duwi,23/07/2022,492,135
Plateau,Wase,G/Balak,23/07/2022,476,152
Plateau,Wase,G/Kogi,23/07/2022,413,223
Plateau,Jos North,Gangare,23/07/2022,95,95
Plateau,Kanke,Gugur,23/07/2022,2010,-
Plateau,Jos North,Rikkos,23/07/2022,150,150
Plateau,Wase,Saluwe,23/07/2022,426,252
Plateau,Shendam,shimankar Poeteng,28/08/2022,116,87
Plateau,Shendam,"Shimankar kawan,",28/08/2022,278,167
Plateau,Shendam,Shimankar Yashi,28/08/2022,99,53
Plateau,Shendam,Shimankar,28/08/2022,175,106
Plateau,Shendam,Shimankar Ndayak,28/08/2022,217,118
Plateau,Shendam,Shimankar Nfan,28/08/2022,89,61
Plateau,Shendam,Shimarka Miskoon Manu,28/08/2022,131,92
Plateau,Shendam,Shimarka Ungwa kurgwi,28/08/2022,227,159
Plateau,Shendam,Shimarka Mangap,28/08/2022,105,84
Plateau,Shendam,Kalong,28/08/2022,197,179
Plateau,Shendam,goesa,28/08/2022,136,107
Plateau,Shendam,Jimduut-Kalong,28/08/2022,89,56
Plateau,Shendam,Gongvel-Kalong,28/08/2022,158,109
Plateau,Shendam,wali-Kalong,28/08/2022,102,73
Plateau,Shendam,Maanbial ward ..,28/08/2022,86,69
Plateau,Shendam,Kurung-Lazai,28/08/2022,96,76
Plateau,Quaan Pan,kwande,28/08/2022,153,133
Plateau,Quaan Pan,Bakin,28/08/2022,177,148
Plateau,Quaan Pan,Turmiang,28/08/2022,201,153
Plateau,Quaan Pan,Kurgwi eastjwest,28/08/2022,86,75
Plateau,Quaan Pan,Bwall,28/08/2022,176,157
Plateau,Quaan Pan,Nakum,28/08/2022,281,231
Plateau,Quaan Pan,Jibial,28/08/2022,159,123
Plateau,Quaan Pan,namu central,28/08/2022,146,105
Plateau,Quaan Pan,Lankaku,28/08/2022,127,109
Plateau,Quaan Pan,Jetta,28/08/2022,294,237
Plateau,Mikang,Baltep,28/08/2022,108,112
Plateau,Mikang,Lalin,28/08/2022,186,109
Plateau,Mikang,piapung,28/08/2022,73,107
Plateau,Mikang,Lifidi,28/08/2022,211,81
Plateau,Mikang,Garkawa ',28/08/2022,93,192
Plateau,Mikang,Shamang,28/08/2022,119,71
Plateau,Mikang,padpung,28/08/2022,107,73
Plateau,Pankshin,Wuseli-Sum,28/08/2022,91,87
Plateau,Pankshin,Balang,28/08/2022,107,89
Plateau,Pankshin,kalep,28/08/2022,95,67
Plateau,Pankshin,Chigwong,28/08/2022,175,131
Plateau,Pankshin,Wuseli-Yan,28/08/2022,211,178
Plateau,Pankshin,Fier,28/08/2022,116,105
Plateau,Pankshin,Wokkos,28/08/2022,235,210
Plateau,Pankshin,Ner,28/08/2022,201,178
Plateau,Pankshin,Tazuk,28/08/2022,99,85
Plateau,Pankshin,Kalong,28/08/2022,82,63
Plateau,Pankshin,Kor,28/08/2022,76,41
Rivers,Obia/Akpor,"Erico, Mini Ndai",22/06/2022,1841,-
Rivers,Asari-Toru,,44598,1413,-
Sokoto,Shagari,"Adare, Jaranja, Yamma Gada & Sabon Garin Shagari",44842,1405,391
Sokoto,Binji,"Binji Town. Tudun Kose, Maikulki, lnname, Samama & JamalL",19/08/2022,3815,1447
Sokoto,Dange-Shuni,"Dange, Fajaldu & Gidan Gara",19/08/2022,3432,1269
Sokoto,Goronyo,"Goronyo
Town,Taloka,Shinaka,Bi,jingu,Gorau,Takakube,Rimawa,Tolaske,Fala/iya,Kwa kwazo,Kojiyo,Bari,Kagara,Sabon Garin Dole, Boye Kai And Balla",44629,1650,410
Sokoto,Wamako,"Guiwa Be/a, Gidan Ja'Oji & Gidan Yero",44842,1643,597
Sokoto,Tangaza,"Sakkwai; Shiyar Ajiya, Makera, Runji & Shiyar Magaji",44842,2321,1649
Sokoto,Tambuwal,Sayyina And Kuchi,20/08/2022,691,-
Sokoto,Bodinga,"Sifawa, Danchadi & BangijDabaga",44720,978,164
Taraba,Donga,"Anguwan Mission, Nyivo Nyita, Donga Town",20/07/2022,4217,-
Taraba,Kurmi,"Baissa, Ndaforo, Didan, Abong, Bissau/a, Njuande, Nyido, Tasso",20/07/2022,5871,-
Taraba,Wukari,"Bantaje, Gindin Dorowa, Nwukon,,.Jibo, Kente, Tsokundi, Ndo Ike, Ando- Katsewen, Ra-fin Kada",17/08/2022,11327,-
Taraba,Ussa,"Fikyu, Kpambo, Konkaen, Kutxu-Asik, Kifong, Kwesati, Kpakya",17/08/2022,8985,-
Taraba,Lau,"Garin-Dago, Kunini, Lau A and B, Donadda, Abbare, Mako, Bwoi Baba, BwoiSakiya",44600,7734,-
Taraba,Karim-lamido,"Karim A and B, Muri 8, Jen Ardido, Jen-Kaigama, Bikwini, Karim Town, Karim Maude, Bandawa, Wuro Lace, Jen Pete!, Sabon Gari, Banbuka",14/07/2022,5501,-
Taraba,Jalingo,"Mayo-Gwoi, Turaki A and 8, Barade, Abl!.ia Phase l, Abuja Phase 2, Abuja Phase 3, Nyabun-kaka, Nukkai, Bobboji, Majidadi, Nta, Ma/lam Joda, W/Board, Mayo- ssa, Mile 6, Special/ist Hospital. Dinyavo, Guflum
Jerusalem, Gui/um, Kona-Garu",25/07/2022,9243,-
Taraba,Takum,"Takum, Mbiya,Kpankufun, Zapata, Manya, Sufa, Shibong",17/08/2022,7426,-
Taraba,Ibi,"Tampara, SarkiKudu, Angwa Nufawa, Angwa Kabawa, Kafa Dampara, Doshima l, Doshima 2, Jigawa Gyada, Angwan Tebua, Angwa Nwonyo 1, Angwa Nwomyo 2",17/07/2022,9685,-
Taraba,Ardo-Kola,"Tau, Jauro-Dovo, Jauro-Yinu, Mayo-Ranewo, Bakin-Dutse, Panpete/, Adamu Chamber",14/08/2022,8430,-
Taraba,Gassol,"Wuryo, Sendirde, Mutu-Biyu, Shira, Wuro-jam, Sabon-Gida, Tutare,
Gumduma, Nammai, Gasse/ Yarima",44811,8620,-
Taraba,Donga,,27/07/2022,4164,-
Taraba,Gassol,,26/07/2022,6828,-
Taraba,Jalingo,,44780,1716,-
Taraba,Karim-lamido,,25/07/2022,6246,-
Taraba,Lau,..,25/07/2022,3666,-
Taraba,Wukari,,25/07/2022,5364,-
Yobe,Geidam,Barko,19/07/2022,48,67
Yobe,Geidam,Kusur,19/07/2022,35,51
Yobe,Nguru,"Afunori, Mai Dashi",44600,47,103
Yobe,Fune,Alagarno,17/08/2022,220,512
Yobe,Jakusko,Amshi and Dachia,44600,20,56
Yobe,Jakusko,Arfani Jawur Katamma,44904,147,236
Yobe,Geidam,Awakurari,21/09/2022,565,468
Yobe,Tarmua,Babangida,16/08/2022,124,345
Yobe,Nangere,Babiyoma,14/08/2022,17,48
Yobe,Bursari,Bade Gana ..,24/08/2022,70,149
Yobe,Gulani,Bandila,44813,78,145
Yobe,Gulani,"Bara, Ouchi, Danga",15/07/2022,156,206
Yobe,Bursari,Bayamari,24/08/2022,158,243
Yobe,Tarmua,Biriri,16/08/2022,106,207
Yobe,Nguru,"Basso, Missilli, Kanimari",44600,125,205
Yobe,Fune,Bukarti,17/08/2022,35,63
Yobe,Jakusko,Bukarti,44600,42,97
Yobe,Gujba,Bukkoyel,30/08/2021,11,41
Yobe,Nguru,"Bulabulin, Yanchiyawa",44600,65,157
Yobe,Yusufari,Bulajaji I,44600,58,145
Yobe,Tarmua,"Bu/ama Umar community, Shekau",16/08/2022,60,169
Yobe,Yusufari,Bulanguwa,44600,45,107
Yobe,Gulani,"Bularafa, Kukuwa, Bandilla",15/07/2022,127,128
Yobe,Gulani,"Buloko/o, Chandam, L.abba, Kojoli",1 5/07/2022,83,124
Yobe,Bade,Bultumari Extension,44600,60,134
Yobe,Gulani,"Bumsa, Ngurum",15/07/2022,142,198
Yobe,Gujba,Buni Gari,44780,110,-
Yobe,Gujba,Buni Gari,44780,110,214
Yobe,Gujba,"Buni Gari, Kukuwa",15/07/2022,80,167
Yobe,Gujba,Buni Gari/Kukuwa,15/07/2022,194,-
Yobe,Gujba,Chillari,44690,65,129
Yobe,Tarmua,Chirokusko,16/08/2022,31,57
Yobe,Nangere,Chukuriwa,14/08/2022,31,93
Yobe,Fune,Damagum,25/06/2022,31,-
Yobe,Fune,Damagum,25/06/2022,31,63
Yobe,Fune,Damagum Damakasu Danchuwa Danchuwa Danga Kanma Dapchi,17/08/2022,249,631
Yobe,Damaturu,"Dapchi, Masaba",15/08/2022,59,173
Yobe,Potiskum,"Daura, Bulanyiwa, Dubbol, Bauwa, Majikumna. Bulanguwa Dawasa",44600,23,64
Yobe,Potiskum,Daya,22/08/2022,17,29
Yobe,Bursari,"Diwi,",24/08/2022,13,43
Yobe,Potiskum,Kotum DogoNini Dogo Tebo Dago Tebo Dogan Kuka Dokshi Dumburi,22/08/2022,456,967
Yobe,Damaturu,Dumsai and Yamdugo,16/08/2022,143,373
Yobe,Fune,Dumsaij,17/08/2022,202,486
Yobe,Nangere,Yamdugo Fajiganari,14/08/2022,40,154
Yobe,Fika,Fulatari,28/08/2022,49,147
Yobe,Gulani,Futchimaram Gabai Gabarawa Gadaka Gadaka,15/07/2022,29,42
Yobe,Potiskum,Gafala Jahur Katamma,22/08/2022,10,32
Yobe,Karasuwa,Gamarin Yerima.,18/08/2022,24,43
Yobe,Potiskum,"Old Nangere, Saban gari, Kanda Garbi and Bombori",44600,12,75
Yobe,Fune,Garga Garin Alkali,17/08/2022,210,311
Yobe,Gulani,Garin Baba,15/07/2022,20,37
Yobe,Jakusko,Dawasa Garin Buba,19/07/2022,68,24
Yobe,Nguru,Garin Dole,44600,40,103
Yobe,Nguru,GarinGawo,44600,45,96
Yobe,Karasuwa,,18/08/2022,15,45
Yobe,Geidam,,44600,28,48
Yobe,Jakusko,,19/07/2022,40,65
Yobe,Yunusari,,16/07/2022,47,85
Yobe,Jakusko,,13/09/2022,276,626
Yobe,Bade,,44600,33,79
Yobe,Bursari,,24/08/2022,164,217
Yobe,Jakusko,,44904,201,534
Yobe,Karasuwa,,44600,97,143
Yobe,Nguru,,44600,99,204
Yobe,Tarmua,,16/08/2022,78,187
Yobe,Bursari,,24/08/2022,148,225
Yobe,Nangere,,44600,44,159
Yobe,Fika,,28/08/2022,52,69
Yobe,Bursari,,24/08/2022,7,23
Yobe,Karasuwa,,18/08/2022,25,53
Yobe,Fika,Garin Gage,28/08/2022,45,89
Yobe,Jakusko,Garih Mallam Jahur,44843,156,209
Yobe,Karasuwa,Gasma,44600,46,90
Yobe,Karasuwa,Gasma,18/08/2022,48,78
Yobe,Fika,Gawandi,44600,56,121
Yobe,Jakusko,Girgir,44600,56,107
Yobe,Jakusko,Girgir,44904,398,569
Yobe,Jakusko,"Girgir, Muguram",19/07/2022,58,29
Yobe,Jakusko,Gogaram,44600,34,83
Yobe,Tarmua,Gonduram,16/08/2022,52,167
Yobe,Potiskum,"Gongola, Ramin Kasa",44600,30,96
Yobe,Bursari,Goniri Burin,24/08/2022,33,69
Yobe,Fune,Gubana,17/08/2022,115,211
Yobe,Gulani,Gulani,1 5/07/2022,30,62
Yobe,Geidam,Gumsa,19/07/2022,49,76
Yobe,Geidam,Gumsa,44600,78,134
Yobe,Jakusko,Guyik,13/09/2022,45,104
Yobe,Gulani,Gwayo,44843,401,895
Yobe,Nguru,"Hausari, Saban Fegi, Ramin Birki",44600,234,567
Yobe,Fune,Jajere,17/08/2022,415,642
Yobe,Gujba,Jajere,30/08/2022,165,219
Yobe,Karasuwa,Jajeri,18/08/2022,20,47
Yobe,Karasuwa,Jajimaji,44600,88,167
Yobe,Karasuwa,Jajimaji,18/08/2022,43,79
Yobe,Jakusko,Jakusko,19/07/2022,158,128
Yobe,Jakusko,Jakusko,44600,52,107
Yobe,Jakusko,Jakusko,44904,270,468
Yobe,Fika,Janga Dole,28/08/2022,37,106
Yobe,Fika,Janga Siri,28/08/2022,23,67
Yobe,Potiskum,Jebuwa,44600,34,139
Yobe,Bursari,Jido,24/08/2022,19,34
Yobe,Nangere,"Jigawa, Mazaga, Gandafura, Nahuta",44600,51,157
Yobe,Tarmua,Jumbam,16/08/2022,46,146
Yobe,Fune,Kafage,17/08/2022,107,148
Yobe,Geidam,"Kalaberi, Damakarwa, Malawango, Dalari, Ngulori, Kesala, Buwa, Daudari",21/09/2022,2106,1944
Yobe,Bursari,Kaliyari,24/08/2022,98,145
Yobe,Nguru,"Kantudu, Sabon Garin Kanuri, Kadawa",44600,94,146
Yobe,Jakusko,Karage,19/07/2022,76,33
Yobe,Karasuwa,Karasuwa Ga/u,44600,37,92
Yobe,Karasuwa,Karasuwa Galu,18/08/2022,35,78
Yobe,Karasuwa,Karasuwa Garin Guna,44600,31,96
Yobe,Karasuwa,Karasuwa Garin Guna,18/08/2022,25,53
Yobe,Jakusko,"Katamma, Lafiya Gwayo
Katarko ..",19/07/2022,97329,42735
Yobe,Bade,Kavayo,17/09/2022,128,206
Yobe,Fune,Kayeri,17/08/2022,193,205
Yobe,Jakusko,Kazir,44904,57,106
Yobe,Geidam,Kiri-Kasamma,21/09/2022,642,426
Yobe,Gulani,Kojoli,44813,65,139
Yobe,Damaturu,Kollere,16/08/2022,603,1157
Yobe,Fune,Kollere,30/08/2022,35,98
Yobe,Bursari,Kotokomari,24/08/2022,47,147
Yobe,Fika,KukarGadu,28/08/2022,169,274
Yobe,Damaturu,Kukareta,44600,125,267
Yobe,Damaturu,Kukuri and Chiromari,13/08/2022,37,95
Yobe,Gujba,Kukuwa Tasha,44780,117,-
Yobe,Gujba,Kukuwa Tasha,44780,117,264
Yobe,Fune,Kukuwale,30/08/2022,100,317
Yobe,Fune,"Kukuwale, Bilam Fusam, Ruga, Gishiwa Dabuwa, Lamba Mai Adiko, Garin",,0,-
Yobe,Potiskum,Danga,44600,75,189
Yobe,Jakusko,Kurkushe,44600,26,34
Yobe,Jakusko,Kurkushe,44843,309,734
Yobe,Geidam,Kusur Damakarwa,44600,36,79
Yobe,Gujba,Labba,30/08/2022,19,49
Yobe,Gulani,Labba,44813,104,246
Yobe,Potiskum,Lai /ai,22/08/2022,12,26
Yobe,Damaturu,Lawan Fannami :,30/07/2022,37,69
Yobe,Bade,Lawan Musa,44600,56,45
Yobe,Potiskum,"Layin Palace, Tsohuwar Kwata",44600,36,94
Yobe,Gujba,Likdir,44780,343,-
Yobe,Gujba,Likdir,44780,763,763
Yobe,Geidam,Lungun Kazamai,44600,30,78
Yobe,Geidam,Ma'ana,19/07/2022,27,36
Yobe,Bade,Madamuwa,18/09/2022,203,318
Yobe,Damaturu,Madori,1S/08/2022,28,89
Yobe,Tarmua,Mafa,16/08/2022,57,179
Yobe,Geidam,Maina Tulubka/Abujan Amare,44600,78,142
Yobe,Gujba,"Mairi, Kasatchia, Shuwari, Flatari, H.ausari, Ngomari, and Sabon Fegi",30/08/2022,2853,5265
Yobe,Nangere,Maisandari,14/08/2022,127,245
Yobe,Tarmua,Malam Matari,16/08/2022,123,309
Yobe,Potiskum,Mamudo,44600,11,43
Yobe,Potiskum,Mamudo,22/08/2022,12,31
Yobe,Bursari,Mandada'a,16/08/2022,40,127
Yobe,Fune,Marmari,16/08/2022,79,124
Yobe,Yusufari,Mayori,44600,6,24
Yobe,Fika,Mutai,29/08/2022,531,1593
Yobe,Nguru,Nayinawa,44600,46,93
Yobe,Fune,Ngelzarma,17/08/2022,304,611
Yobe,Potiskum,Ngojin,44600,16,65
Yobe,Gulani,Njibulwa and Yayum,15/07/2022,25,56
Yobe,Nangere,Old and New Nangere,14/08/2022,58,156
Yobe,Damaturu,Pompomari,44873,454,1256
Yobe,Geidam,Rimi,44600,35,98
Yobe,Gulani,Ruhu,44843,74,107
Yobe,Nangere,Saban Garin Jakade,44600,45,134
Yobe,Damaturu,Sasawa,15/08/2022,97,203
Yobe,Bade,Sugoloci,18/09/2022,188,289
Yobe,Bade,Sugum,16/09/2022,179,278
Yobe,Tarmua,Sungul Koka,16/08/2022,50,186
Yobe,Bade,Tagali,15/09/2022,267,524
Yobe,Bade,Tagama,17/09/2022,234,496
Yobe,Bade,Tagvirvir,16/09/2022,145,215
Yobe,Jakusko,Tajuwa,44600,34,98
Yobe,Geidam,Tashan Toshia/Ganya Kura,44600,22,47
Yobe,Geidam,Toshia,19/07/2022,34,47
Yobe,Nguru,Tshohuwar Nguru,44600,240,542
Yobe,Potiskum,Unguwar Bolewa,44600,18,89
Yobe,Tarmua,"Unguwar Bulama, Lantewa.",16/08/2022,47,135
Yobe,Bade,"Usur, Dawayo",44600,30,97
Yobe,Karasuwa,Wachaka/,44600,24,59
Yobe,Karasuwa,Wachaka/ ..,18/08/2022,30,62
Yobe,Karasuwa,Waro,18/08/2022,18,43
Yobe,Damaturu,Waziri Ibrahim Extension,44842,33,105
Yobe,Potiskum,"Yakana, Hausawa, Tandari",44600,42,89
Yobe,Potiskum,Yerimaram,22/08/2022,21,44
Yobe,Jakusko,Yim,44904,178,259
Yobe,Potiskum,"Yindiski, Arikime",44568,27,34
Yobe,Potiskum,Yindiski/Arikime,44568,17,-
Yobe,Jakusko,Zabudum and Dachia,44600,23,68
Zamfara,Talata Mafara,"Ta/atar Mafara Town,Tsakuwa,Tafl<in Gusau,Tashar Kali,Maradun Town,Danbaza,Saminaka, Gummi Town.Anka Town,Bakura Town,Bungudu
Town,Kauran Namoda Town,Maru Town, Tsafe Town",27/08/2022,12174,2256
Zamfara,Gusau,,44657,0,-
